unit_code,organization_id,blood_group,component_type,collection_date,expiry_date,status,quality_testing_status,storage_location,source_donation_id
BU-510F7CC9,HOSP_D,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,REVIEW_REQUIRED,Shelf-A1,DON_00477
BU-9E9E7AC3,HOSP_D,A_POSITIVE,PLASMA,2024-06-09,2025-06-09,QUARANTINED,FAILED,Shelf-B1,DON_00335
BU-85C788BD,BB_B,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00741
BU-FC98E27E,HOSP_A,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PASSED,Shelf-A1,DON_00030
BU-61D058C2,HOSP_E,O_POSITIVE,PLASMA,2024-11-10,2025-11-10,QUARANTINED,FAILED,Platelet-Agitator-1,DON_00224
BU-B97D62D6,HOSP_C,AB_NEGATIVE,PLATELETS,2024-12-29,2025-01-03,USED,PENDING,Shelf-B2,DON_00553
BU-6F68F3D6,BB_A,A_POSITIVE,RBC,2024-12-02,2025-01-13,AVAILABLE,FAILED,Fridge-2,DON_00220
BU-B148866F,BB_B,A_POSITIVE,RBC,2024-12-20,2025-01-31,EXPIRED,PASSED,Shelf-B2,DON_00399
BU-177F9AA2,HOSP_D,A_NEGATIVE,PLATELETS,2024-12-31,2025-01-05,USED,PASSED,Shelf-A1,DON_00358
BU-89FABAE2,BB_B,O_POSITIVE,PLASMA,2024-06-15,2025-06-15,QUARANTINED,REVIEW_REQUIRED,Shelf-B1,DON_00156
BU-AC2471F5,HOSP_E,O_NEGATIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,REVIEW_REQUIRED,Shelf-C1,DON_00572
BU-6E848B8C,BB_B,B_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Shelf-C1,DON_00510
BU-0ED93DCA,BB_B,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,DISPATCHED,PASSED,Fridge-3,DON_00357
BU-DDDDEF42,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-09,2025-01-13,QUARANTINED,FAILED,Shelf-A2,DON_00635
BU-C9F7D343,HOSP_E,B_POSITIVE,PLATELETS,2024-12-29,2025-01-03,RESERVED,FAILED,Shelf-B2,DON_00097
BU-04F1699A,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,RESERVED,PASSED,Shelf-C1,DON_00047
BU-2BB6D5A1,HOSP_D,A_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00140
BU-BB923471,HOSP_C,O_NEGATIVE,RBC,2024-11-23,2025-01-04,EXPIRED,PENDING,Shelf-A2,DON_00118
BU-FF2954DF,HOSP_A,O_POSITIVE,RBC,2024-11-23,2025-01-04,DISPATCHED,REVIEW_REQUIRED,Fridge-2,DON_00605
BU-D9C9A9DE,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,AVAILABLE,PENDING,Shelf-C1,DON_00407
BU-637D8B6B,HOSP_A,O_NEGATIVE,PLASMA,2024-02-24,2025-02-23,AVAILABLE,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00618
BU-D8BCB0E0,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,QUARANTINED,FAILED,Platelet-Agitator-1,DON_00577
BU-E76AC3E8,BB_B,B_POSITIVE,RBC,2024-12-06,2025-01-17,DISPATCHED,REVIEW_REQUIRED,Fridge-3,DON_00376
BU-60CCEDF5,BB_A,A_NEGATIVE,RBC,2024-12-08,2025-01-19,AVAILABLE,PASSED,Fridge-3,DON_00697
BU-C45244ED,HOSP_B,A_NEGATIVE,PLASMA,2024-05-18,2025-05-18,DISPATCHED,PASSED,Shelf-B1,DON_00511
BU-B2CC6EB0,BB_B,A_POSITIVE,PLASMA,2024-02-26,2025-02-25,AVAILABLE,PENDING,Shelf-A2,DON_00733
BU-AF4F67D8,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-12-23,2025-01-27,AVAILABLE,REVIEW_REQUIRED,Fridge-2,DON_00054
BU-F7B62344,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-17,2025-01-21,AVAILABLE,FAILED,Shelf-A1,DON_00553
BU-C7B0C89F,HOSP_D,O_NEGATIVE,RBC,2024-12-15,2025-01-26,RESERVED,PASSED,Shelf-A2,DON_00143
BU-823A06A2,BB_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,QUARANTINED,REVIEW_REQUIRED,Fridge-2,DON_00424
BU-D9A62430,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-17,2025-01-21,QUARANTINED,FAILED,Fridge-2,DON_00152
BU-EB809FAD,BB_B,A_NEGATIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PASSED,Fridge-2,DON_00428
BU-F2B9D4D7,HOSP_E,O_POSITIVE,RBC,2024-12-25,2025-02-05,AVAILABLE,FAILED,Shelf-A2,DON_00792
BU-A34882BF,HOSP_C,B_POSITIVE,PLATELETS,2024-12-29,2025-01-03,QUARANTINED,REVIEW_REQUIRED,Shelf-B2,DON_00239
BU-00CAFD09,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-15,2025-01-19,AVAILABLE,PENDING,Platelet-Agitator-1,DON_00414
BU-2D9E0007,HOSP_A,A_POSITIVE,RBC,2024-11-21,2025-01-02,USED,PASSED,Fridge-2,DON_00011
BU-244B925C,HOSP_C,B_NEGATIVE,WHOLE_BLOOD,2024-12-31,2025-02-04,DISPATCHED,PASSED,Shelf-A1,DON_00553
BU-D2FDE04E,HOSP_B,AB_NEGATIVE,PLASMA,2024-06-22,2025-06-22,AVAILABLE,PENDING,Fridge-2,DON_00664
BU-70EFFB99,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-24,2025-01-28,EXPIRED,REVIEW_REQUIRED,Shelf-A2,DON_00391
BU-FAE7CBFD,BB_B,B_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,DISPATCHED,REVIEW_REQUIRED,Shelf-B1,DON_00590
BU-D580F947,BB_B,A_POSITIVE,PLASMA,2024-11-10,2025-11-10,RECEIVED,PASSED,Shelf-B2,DON_00675
BU-F81BB4C6,HOSP_B,B_POSITIVE,PLASMA,2024-10-03,2025-10-03,USED,PENDING,Shelf-B2,DON_00037
BU-4FADA53A,HOSP_B,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,DISPATCHED,REVIEW_REQUIRED,Shelf-A1,DON_00001
BU-3BC0C93B,HOSP_E,AB_POSITIVE,RBC,2024-11-21,2025-01-02,AVAILABLE,PENDING,Shelf-A1,DON_00695
BU-C3AD6CFF,BB_B,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,PASSED,Fridge-3,DON_00058
BU-C97829DD,HOSP_A,O_POSITIVE,PLASMA,2024-11-04,2025-11-04,AVAILABLE,FAILED,Shelf-C1,DON_00790
BU-04AB9BA9,BB_B,A_POSITIVE,RBC,2024-12-31,2025-02-11,AVAILABLE,PASSED,Fridge-2,DON_00368
BU-09188459,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-05,2025-01-09,RECEIVED,PASSED,Platelet-Agitator-1,DON_00413
BU-F3F5F69D,HOSP_D,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,FAILED,Shelf-A2,DON_00581
BU-5785C891,HOSP_A,A_NEGATIVE,WHOLE_BLOOD,2024-12-18,2025-01-22,AVAILABLE,PASSED,Fridge-1,DON_00141
BU-CBD2C1C8,HOSP_A,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,EXPIRED,FAILED,Fridge-3,DON_00214
BU-F9209688,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-01,2025-01-05,AVAILABLE,PENDING,Fridge-2,DON_00431
BU-BAC87042,HOSP_A,A_POSITIVE,RBC,2024-12-03,2025-01-14,AVAILABLE,PASSED,Shelf-A1,DON_00772
BU-46C989D3,HOSP_C,O_POSITIVE,RBC,2024-12-19,2025-01-30,AVAILABLE,PASSED,Shelf-A2,DON_00449
BU-E53138BE,BB_B,A_POSITIVE,RBC,2024-11-25,2025-01-06,AVAILABLE,PENDING,Fridge-1,DON_00378
BU-234195E5,BB_A,O_NEGATIVE,PLASMA,2024-06-13,2025-06-13,DISPATCHED,PASSED,Shelf-C1,DON_00485
BU-97B22EE7,HOSP_A,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Shelf-A2,DON_00770
BU-016041A0,HOSP_A,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,QUARANTINED,FAILED,Fridge-2,DON_00125
BU-A277087E,BB_B,A_POSITIVE,PLASMA,2024-05-17,2025-05-17,AVAILABLE,PASSED,Fridge-2,DON_00358
BU-DAEC01E1,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-06,2025-01-10,DISPATCHED,PASSED,Platelet-Agitator-1,DON_00114
BU-A7FFF96F,BB_B,A_POSITIVE,RBC,2024-11-29,2025-01-10,DISPATCHED,FAILED,Platelet-Agitator-1,DON_00081
BU-2C9A1D6C,BB_A,AB_POSITIVE,PLASMA,2024-12-29,2025-12-29,RESERVED,PASSED,Fridge-3,DON_00620
BU-41169090,HOSP_C,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,USED,REVIEW_REQUIRED,Shelf-B1,DON_00752
BU-7E8CF8B8,BB_B,A_POSITIVE,PLASMA,2024-06-08,2025-06-08,USED,PASSED,Platelet-Agitator-1,DON_00741
BU-E48EBF3A,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-10,2025-01-14,QUARANTINED,FAILED,Shelf-A2,DON_00394
BU-E4C52829,HOSP_E,A_POSITIVE,PLASMA,2024-06-20,2025-06-20,QUARANTINED,REVIEW_REQUIRED,Shelf-B2,DON_00228
BU-19FEB6C3,HOSP_E,A_NEGATIVE,RBC,2024-12-23,2025-02-03,EXPIRED,PASSED,Fridge-1,DON_00254
BU-6F9D3EE3,HOSP_E,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,RECEIVED,PASSED,Shelf-B2,DON_00315
BU-FDB47768,HOSP_A,O_NEGATIVE,PLASMA,2024-04-18,2025-04-18,DISPATCHED,PASSED,Shelf-C1,DON_00380
BU-CF20E591,HOSP_E,B_POSITIVE,RBC,2024-12-25,2025-02-05,AVAILABLE,PASSED,Shelf-C1,DON_00140
BU-A59D0847,BB_A,O_NEGATIVE,PLASMA,2024-05-15,2025-05-15,DISPATCHED,FAILED,Shelf-B1,DON_00418
BU-A975A500,BB_B,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,RECEIVED,PASSED,Shelf-B1,DON_00035
BU-871777F0,HOSP_B,B_POSITIVE,RBC,2024-11-23,2025-01-04,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00228
BU-69B3444B,BB_B,O_POSITIVE,RBC,2024-12-22,2025-02-02,AVAILABLE,FAILED,Shelf-B2,DON_00516
BU-05832AB9,HOSP_E,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,AVAILABLE,PENDING,Shelf-B1,DON_00758
BU-5A97555F,HOSP_B,A_POSITIVE,PLASMA,2024-02-14,2025-02-13,AVAILABLE,PASSED,Shelf-A2,DON_00589
BU-D36D4F31,HOSP_D,O_POSITIVE,PLASMA,2024-02-02,2025-02-01,RESERVED,REVIEW_REQUIRED,Fridge-1,DON_00427
BU-7542B126,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-13,2025-01-17,AVAILABLE,PASSED,Shelf-A2,DON_00432
BU-03A0612B,HOSP_E,O_NEGATIVE,PLASMA,2024-10-24,2025-10-24,DISPATCHED,PENDING,Fridge-3,DON_00698
BU-7B3CF544,HOSP_A,O_POSITIVE,PLASMA,2024-12-01,2025-12-01,RECEIVED,PASSED,Platelet-Agitator-1,DON_00282
BU-EB2F7A9B,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-12-09,2025-01-13,USED,REVIEW_REQUIRED,Shelf-A2,DON_00321
BU-11335C42,BB_B,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,RECEIVED,PASSED,Platelet-Agitator-1,DON_00429
BU-374A10A9,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-30,2025-02-03,RECEIVED,PASSED,Shelf-A2,DON_00667
BU-87ECF563,BB_B,O_POSITIVE,RBC,2024-12-18,2025-01-29,QUARANTINED,REVIEW_REQUIRED,Shelf-B1,DON_00432
BU-14B93731,HOSP_D,B_POSITIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,USED,PASSED,Shelf-A2,DON_00761
BU-649F8037,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-12-05,2025-01-09,RESERVED,PASSED,Shelf-A2,DON_00147
BU-5535D1E3,BB_B,A_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,RESERVED,PASSED,Shelf-B2,DON_00379
BU-7C3717C8,BB_B,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,DISPATCHED,PASSED,Platelet-Agitator-1,DON_00192
BU-550A6583,HOSP_B,AB_POSITIVE,PLASMA,2024-02-20,2025-02-19,AVAILABLE,PASSED,Fridge-1,DON_00287
BU-B55CE948,HOSP_E,AB_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Shelf-B1,DON_00415
BU-0C0D7F14,HOSP_E,B_POSITIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,AVAILABLE,FAILED,Platelet-Agitator-1,DON_00061
BU-8051032E,BB_B,A_POSITIVE,PLASMA,2024-02-18,2025-02-17,USED,PASSED,Shelf-B1,DON_00310
BU-FFC50B46,HOSP_C,O_NEGATIVE,RBC,2024-12-23,2025-02-03,AVAILABLE,FAILED,Shelf-B2,DON_00630
BU-33271025,HOSP_E,A_NEGATIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00312
BU-D569FD69,HOSP_E,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00478
BU-16BD82FA,HOSP_E,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,USED,PASSED,Fridge-1,DON_00375
BU-0CF2C8D7,HOSP_B,A_NEGATIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,AVAILABLE,PASSED,Shelf-A1,DON_00335
BU-D81D260B,HOSP_E,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,AVAILABLE,PASSED,Shelf-A2,DON_00458
BU-413EA9C9,HOSP_B,O_POSITIVE,PLASMA,2024-02-16,2025-02-15,RECEIVED,PASSED,Shelf-A2,DON_00111
BU-84FA6C84,HOSP_D,O_POSITIVE,RBC,2024-12-25,2025-02-05,AVAILABLE,PENDING,Shelf-B1,DON_00123
BU-A26FC663,HOSP_A,B_NEGATIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,AVAILABLE,PASSED,Shelf-B1,DON_00175
BU-1CC94AB8,HOSP_B,B_POSITIVE,PLASMA,2024-08-10,2025-08-10,AVAILABLE,REVIEW_REQUIRED,Shelf-B2,DON_00682
BU-C41B75DA,HOSP_C,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,DISPATCHED,PASSED,Shelf-A2,DON_00335
BU-24ABF7ED,HOSP_B,A_POSITIVE,PLASMA,2024-08-16,2025-08-16,EXPIRED,PASSED,Fridge-1,DON_00083
BU-A71CA633,HOSP_B,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,USED,PASSED,Shelf-B1,DON_00791
BU-55D27CC0,HOSP_E,A_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,DISPATCHED,PASSED,Platelet-Agitator-1,DON_00229
BU-069CB9F9,HOSP_C,O_POSITIVE,RBC,2024-11-21,2025-01-02,AVAILABLE,REVIEW_REQUIRED,Shelf-A1,DON_00697
BU-E96E68FE,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-12-25,2025-01-29,USED,PASSED,Shelf-C1,DON_00091
BU-BDDD03F3,HOSP_A,A_POSITIVE,RBC,2024-12-01,2025-01-12,USED,PASSED,Fridge-3,DON_00060
BU-3D44FA88,BB_B,AB_POSITIVE,WHOLE_BLOOD,2024-12-21,2025-01-25,RECEIVED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00401
BU-F77D1DFC,HOSP_E,A_POSITIVE,WHOLE_BLOOD,2024-12-22,2025-01-26,AVAILABLE,REVIEW_REQUIRED,Fridge-2,DON_00363
BU-BD999497,HOSP_A,B_POSITIVE,PLATELETS,2024-12-31,2025-01-05,AVAILABLE,PASSED,Fridge-2,DON_00244
BU-662A8418,HOSP_D,B_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,REVIEW_REQUIRED,Fridge-2,DON_00224
BU-F407ED8D,HOSP_E,O_POSITIVE,RBC,2024-12-08,2025-01-19,AVAILABLE,PASSED,Fridge-3,DON_00160
BU-45482F0C,HOSP_D,O_POSITIVE,PLASMA,2024-08-02,2025-08-02,USED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00582
BU-A19968F0,BB_B,O_POSITIVE,RBC,2024-11-23,2025-01-04,QUARANTINED,REVIEW_REQUIRED,Fridge-2,DON_00640
BU-A19E3B99,HOSP_C,O_NEGATIVE,PLASMA,2024-10-04,2025-10-04,RESERVED,PENDING,Platelet-Agitator-1,DON_00347
BU-405D87E9,BB_A,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,USED,PASSED,Fridge-2,DON_00480
BU-C884AA69,HOSP_D,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,QUARANTINED,FAILED,Fridge-1,DON_00094
BU-635142B8,HOSP_C,A_POSITIVE,PLASMA,2024-02-07,2025-02-06,USED,PASSED,Shelf-C1,DON_00757
BU-3AA6001C,HOSP_E,AB_POSITIVE,WHOLE_BLOOD,2024-12-13,2025-01-17,QUARANTINED,FAILED,Platelet-Agitator-1,DON_00488
BU-177CF8B6,HOSP_E,A_POSITIVE,WHOLE_BLOOD,2024-12-01,2025-01-05,AVAILABLE,PASSED,Fridge-1,DON_00152
BU-7AFFA22D,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-08,2025-01-12,DISPATCHED,PASSED,Fridge-3,DON_00036
BU-CD6FA6C4,HOSP_C,O_NEGATIVE,WHOLE_BLOOD,2024-11-26,2024-12-31,RESERVED,FAILED,Shelf-B2,DON_00001
BU-21C59CF8,HOSP_E,A_POSITIVE,WHOLE_BLOOD,2024-12-17,2025-01-21,AVAILABLE,REVIEW_REQUIRED,Fridge-1,DON_00667
BU-4C8696BB,HOSP_C,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,RESERVED,PASSED,Platelet-Agitator-1,DON_00186
BU-49F46C5D,BB_A,O_POSITIVE,RBC,2024-12-05,2025-01-16,USED,PASSED,Shelf-A1,DON_00142
BU-84C5014B,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-07,2025-01-11,USED,PENDING,Shelf-B1,DON_00443
BU-42D2DDAE,BB_B,AB_NEGATIVE,PLASMA,2024-10-13,2025-10-13,RECEIVED,FAILED,Fridge-1,DON_00355
BU-0508C80E,HOSP_D,A_POSITIVE,PLATELETS,2024-12-26,2024-12-31,QUARANTINED,REVIEW_REQUIRED,Shelf-B1,DON_00454
BU-EF4ADFE3,BB_B,B_POSITIVE,RBC,2024-12-13,2025-01-24,EXPIRED,REVIEW_REQUIRED,Fridge-2,DON_00320
BU-3C479106,HOSP_D,A_POSITIVE,PLASMA,2024-04-23,2025-04-23,AVAILABLE,PASSED,Shelf-B2,DON_00445
BU-A16215A0,HOSP_D,AB_NEGATIVE,PLASMA,2024-02-06,2025-02-05,RESERVED,PASSED,Shelf-A2,DON_00436
BU-3800C2C0,BB_A,O_POSITIVE,RBC,2024-11-29,2025-01-10,USED,PASSED,Shelf-B2,DON_00779
BU-1F5DDC95,HOSP_A,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,REVIEW_REQUIRED,Shelf-A2,DON_00025
BU-954E1BA2,HOSP_A,O_POSITIVE,PLASMA,2024-05-09,2025-05-09,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00393
BU-FD206AEB,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-12-26,2025-01-30,USED,PASSED,Shelf-A2,DON_00537
BU-118DA990,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-18,2025-01-22,QUARANTINED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00721
BU-13A72AD2,HOSP_C,B_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,PASSED,Shelf-B2,DON_00642
BU-84F4CCC1,BB_B,A_POSITIVE,PLATELETS,2024-12-26,2024-12-31,EXPIRED,REVIEW_REQUIRED,Shelf-C1,DON_00451
BU-A1A71BF2,HOSP_C,O_NEGATIVE,RBC,2024-12-01,2025-01-12,AVAILABLE,FAILED,Shelf-B2,DON_00725
BU-1006B33B,BB_B,B_POSITIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,RESERVED,PASSED,Fridge-3,DON_00554
BU-262F79BF,HOSP_B,A_POSITIVE,RBC,2024-12-01,2025-01-12,EXPIRED,PASSED,Fridge-1,DON_00150
BU-683E47FB,BB_B,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,RESERVED,PASSED,Shelf-A2,DON_00594
BU-86172D97,HOSP_D,A_POSITIVE,PLASMA,2024-09-28,2025-09-28,QUARANTINED,REVIEW_REQUIRED,Shelf-C1,DON_00508
BU-B611CCB5,HOSP_C,O_POSITIVE,RBC,2024-12-03,2025-01-14,AVAILABLE,PASSED,Shelf-B2,DON_00750
BU-8C85867E,HOSP_E,B_POSITIVE,PLATELETS,2024-12-29,2025-01-03,RECEIVED,PASSED,Shelf-C1,DON_00238
BU-C3EF8AA9,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-11-26,2024-12-31,RESERVED,PASSED,Shelf-A1,DON_00646
BU-BB0C6813,BB_B,O_POSITIVE,RBC,2024-12-30,2025-02-10,RECEIVED,REVIEW_REQUIRED,Fridge-2,DON_00405
BU-B46B6EF9,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-11-30,2025-01-04,AVAILABLE,PASSED,Fridge-1,DON_00536
BU-3415A9E5,BB_A,O_NEGATIVE,WHOLE_BLOOD,2024-11-28,2025-01-02,AVAILABLE,FAILED,Shelf-B1,DON_00268
BU-6326A560,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-09,2025-01-13,AVAILABLE,PENDING,Shelf-C1,DON_00034
BU-F06E936F,HOSP_C,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,DISPATCHED,PASSED,Shelf-C1,DON_00601
BU-161A22CB,HOSP_D,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,RESERVED,PENDING,Fridge-1,DON_00419
BU-5F85E56B,BB_A,B_POSITIVE,WHOLE_BLOOD,2024-12-24,2025-01-28,AVAILABLE,PENDING,Shelf-A1,DON_00406
BU-DE7AAE9C,HOSP_E,B_POSITIVE,RBC,2024-12-06,2025-01-17,DISPATCHED,PASSED,Shelf-A2,DON_00431
BU-49382857,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-06,2025-01-10,RESERVED,FAILED,Shelf-A1,DON_00237
BU-F3867C8D,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-26,2025-01-30,EXPIRED,PENDING,Shelf-A2,DON_00225
BU-D07713E0,BB_A,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Shelf-C1,DON_00498
BU-A925AE7B,HOSP_D,A_POSITIVE,RBC,2024-12-10,2025-01-21,DISPATCHED,PASSED,Shelf-C1,DON_00516
BU-BE950781,HOSP_D,A_POSITIVE,PLASMA,2024-10-08,2025-10-08,RESERVED,PASSED,Shelf-C1,DON_00036
BU-7D836083,HOSP_E,O_POSITIVE,RBC,2024-11-29,2025-01-10,USED,REVIEW_REQUIRED,Shelf-C1,DON_00148
BU-C69B0558,HOSP_C,A_POSITIVE,WHOLE_BLOOD,2024-11-26,2024-12-31,QUARANTINED,REVIEW_REQUIRED,Fridge-1,DON_00344
BU-CA0323A3,BB_B,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PENDING,Shelf-A1,DON_00311
BU-E24D40FE,HOSP_E,O_POSITIVE,PLASMA,2024-08-31,2025-08-31,EXPIRED,REVIEW_REQUIRED,Shelf-B2,DON_00332
BU-C827D8E3,HOSP_D,AB_NEGATIVE,PLASMA,2024-07-04,2025-07-04,USED,FAILED,Fridge-3,DON_00141
BU-57367ADF,HOSP_E,O_POSITIVE,RBC,2024-12-25,2025-02-05,RECEIVED,PASSED,Shelf-B1,DON_00648
BU-997569DC,HOSP_A,B_POSITIVE,PLASMA,2024-11-22,2025-11-22,USED,PASSED,Fridge-3,DON_00111
BU-66FC1A32,BB_B,B_POSITIVE,RBC,2024-12-24,2025-02-04,RESERVED,REVIEW_REQUIRED,Shelf-B2,DON_00177
BU-792B6023,HOSP_E,O_POSITIVE,RBC,2024-12-29,2025-02-09,RECEIVED,PENDING,Shelf-A1,DON_00221
BU-FAFF21ED,BB_A,A_POSITIVE,PLATELETS,2024-12-31,2025-01-05,RECEIVED,PASSED,Shelf-C1,DON_00388
BU-4113B83A,BB_B,A_POSITIVE,RBC,2024-12-15,2025-01-26,RESERVED,REVIEW_REQUIRED,Shelf-B1,DON_00709
BU-2559AA3A,HOSP_D,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,DISPATCHED,PASSED,Shelf-A1,DON_00421
BU-1A241ACE,HOSP_E,O_POSITIVE,PLASMA,2024-06-21,2025-06-21,RECEIVED,PASSED,Shelf-B1,DON_00438
BU-B5B0770F,HOSP_A,O_POSITIVE,PLASMA,2024-10-29,2025-10-29,RESERVED,PASSED,Fridge-2,DON_00301
BU-DCB9C996,BB_A,B_POSITIVE,RBC,2024-12-08,2025-01-19,RECEIVED,PASSED,Shelf-A1,DON_00639
BU-2F4DA924,BB_A,A_NEGATIVE,PLATELETS,2024-12-31,2025-01-05,RECEIVED,PASSED,Shelf-B2,DON_00660
BU-CB384C20,HOSP_E,A_NEGATIVE,WHOLE_BLOOD,2024-12-22,2025-01-26,DISPATCHED,PASSED,Fridge-3,DON_00162
BU-FACDDED7,HOSP_B,B_NEGATIVE,RBC,2024-11-27,2025-01-08,RESERVED,PASSED,Fridge-3,DON_00106
BU-B83F59A1,HOSP_C,A_POSITIVE,PLASMA,2024-01-21,2025-01-20,AVAILABLE,PASSED,Fridge-1,DON_00121
BU-0FDCA109,HOSP_D,O_POSITIVE,RBC,2024-12-23,2025-02-03,EXPIRED,REVIEW_REQUIRED,Fridge-1,DON_00698
BU-2FDEAADC,HOSP_A,O_POSITIVE,PLASMA,2024-06-24,2025-06-24,AVAILABLE,PASSED,Shelf-B1,DON_00390
BU-0FF491F9,HOSP_A,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,FAILED,Fridge-1,DON_00710
BU-2016C4EC,HOSP_A,B_NEGATIVE,RBC,2024-11-28,2025-01-09,RECEIVED,PASSED,Platelet-Agitator-1,DON_00432
BU-6AD2507B,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,DISPATCHED,FAILED,Fridge-2,DON_00165
BU-B2506517,HOSP_A,A_NEGATIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PENDING,Shelf-A2,DON_00053
BU-E8AA9311,HOSP_D,O_POSITIVE,PLASMA,2024-01-28,2025-01-27,RESERVED,PASSED,Shelf-A1,DON_00365
